name,part_number,manufacturer_id,price,installation_difficulty,installation_time,symptoms,product_types,replacement_parts,manufacturer,availability,video_url,product_url
Roper Refrigerator Control Bracket,PS11739027,WP2180226,16.95,,,Not dispensing water | Ice maker won’t dispense ice | Ice maker not making ice,Refrigerator.,"AP6005965, 2180226, 2180228, 2180338, 2183771, W10139151, W10282667, WP2180226VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=bb3M5lVL9YA,https://www.partselect.com/PS11739027-Whirlpool-WP2180226-Refrigerator-Control-Bracket.htm?SourceCode=18
Roper Refrigerator Bracket Door Stop,PS11739622,WP2206629B,26.95,,,Door won’t open or close,Refrigerator.,"2206629, 2206629B",Whirlpool,In Stock,,https://www.partselect.com/PS11739622-Whirlpool-WP2206629B-Refrigerator-Bracket-Door-Stop.htm?SourceCode=18
Roper Refrigerator Bracket,PS16221228,W11500948,25.95,,,,"Refrigerator, Ice Maker.","628229, 628320",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16221228-Whirlpool-W11500948-BRACKET.htm?SourceCode=18
Roper Refrigerator Fan Motor Retainer/bracket,PS11738921,WP2155590,7.95,,,,Refrigerator.,"AP6005859, 2155590",Whirlpool,In Stock,,https://www.partselect.com/PS11738921-Whirlpool-WP2155590-Refrigerator-Fan-Motor-Retainer-Bracket.htm?SourceCode=18
Roper Refrigerator Bracket Dispenser,PS11740253,WP2304673,14.95,,,,Refrigerator.,"AP6007145, 2188355, 2304673, 2318279",Whirlpool,On Order,,https://www.partselect.com/PS11740253-Whirlpool-WP2304673-Refrigerator-Bracket-Dispenser.htm?SourceCode=18
Roper Refrigerator Fan Support Bracket,PS11749692,WPW10180172,27.95,,,,Refrigerator.,"2197404, W10180172",Whirlpool,Special Order,,https://www.partselect.com/PS11749692-Whirlpool-WPW10180172-Fan-Support-Bracket.htm?SourceCode=18
Roper Refrigerator Gate Support - Right Hand,PS364082,4357293,45.95,,,,"Freezer, Refrigerator.","AP2992829, 777315, 047126-02, 4-80576-201, 4356889, 4357293, 65587-1, R0213109, R9800569, Y04712602",Whirlpool,Special Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS364082-Whirlpool-4357293-Gate-Support-Right-Hand.htm?SourceCode=18
Roper Refrigerator Plate,PS11726294,W10833053,14.95,,,,"Refrigerator, Freezer.","2183198, 943185",Whirlpool,Special Order,,https://www.partselect.com/PS11726294-Whirlpool-W10833053-PLATE.htm?SourceCode=18
Roper Refrigerator Bracket,PS11751982,WPW10284487,56.64,,,,Refrigerator.,"1115208, 1115210, 2149001, 2183728, 2254588, W10284487, WP2254588",Whirlpool,Special Order,,https://www.partselect.com/PS11751982-Whirlpool-WPW10284487-Bracket.htm?SourceCode=18
Roper Refrigerator Fan Motor Bracket,PS11739038,WP2181929,13.95,,,,Refrigerator.,2181929,Whirlpool,In Stock,,https://www.partselect.com/PS11739038-Whirlpool-WP2181929-Fan-Motor-Bracket.htm?SourceCode=18
Roper Refrigerator Filter Inlet Water Tube,PS886401,8201597,42.95,,,Leaking | Not dispensing water,"Refrigerator, Wine and Beverage Cooler.","AP3607291, 1018190, 8201597, 2186492, 2188744, 2200202, 2305536, 2305537, 2319867, 2319868, 8201597, 8201597VP, W10281558, W10296822, W10296835, W10296836",Whirlpool,In Stock,https://www.youtube.com/watch?v=uASszxxtE9w,https://www.partselect.com/PS886401-Whirlpool-8201597-Filter-Inlet-Water-Tube.htm?SourceCode=18
Roper Refrigerator Ice Maker Water Fill Tube Kit,PS11739222,WP2196157,12.56,,,Leaking | Ice maker not making ice | Not dispensing water | Ice maker won’t dispense ice,"Refrigerator, Ice Maker, Freezer, Wine and Beverage Cooler.","AP6006156, 1112845, 2154070, 2154080, 2154081, 2174759, 2174760, 2182015, 2196035, 2196157, 836489, 841907, 842896, 848725, 849908, 983655, 983990, W10281566",Whirlpool,In Stock,https://www.youtube.com/watch?v=NkRisdJ1q-0,https://www.partselect.com/PS11739222-Whirlpool-WP2196157-Ice-Maker-Water-Fill-Tube-Kit.htm?SourceCode=18
Roper Refrigerator Water Tube Kit,PS11730901,W10823511,26.95,,,Leaking | Ice maker not making ice | Not dispensing water,"Refrigerator, Ice Maker, Freezer.","AP5989588, 1105233, 1108197, 1108348, 1111250, 1112556, 1113158, 1113159, 1113371, 1113372, 1119096, 2001259, 2001321, 2001322, 2155294, 2172593, 2174662, 2181940, 2181941, 2181942 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=SoHMpLuqOwM,https://www.partselect.com/PS11730901-Whirlpool-W10823511-Refrigerator-Water-Tube-Kit.htm?SourceCode=18
Roper Refrigerator Thermostat Sensor Barrier,PS11739216,WP2196003,9.95,,,,"Refrigerator, Freezer, Range.","AP6006150, 1-80639-002, 1106693, 1115241, 1118680, 1128288, 1128289, 1509928, 214438, 2172948, 2182150, 2182151, 2196001, 2196002, 2196003, 2204640, 227798, 2303751, 34017, 34519 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739216-Whirlpool-WP2196003-Refrigerator-Thermostat-Sensor-Barrier.htm?SourceCode=18
Roper Refrigerator Water Dispenser Fitting And Tube Assembly,PS886371,8201537,67.52,,,Leaking | Not dispensing water,Refrigerator.,"AP3179954, 961562, 2209718, 2257420, 2257425, 2304317, 8201537, W10133007",Whirlpool,In Stock,https://www.youtube.com/watch?v=lnEV4ZHC_W4,https://www.partselect.com/PS886371-Whirlpool-8201537-Water-Dispenser-Fitting-and-Tube-Assembly.htm?SourceCode=18
Roper Refrigerator Nozzle And Tube Kit,PS11742481,WP4388152,95.65,,,Leaking | Not dispensing water,Refrigerator.,"AP6009324, 1124717, 2150327, 2150328, 2150329, 2155018, 2155019, 2155020, 2155037, 2155056, 2155057, 2157744, 2157746, 2160760, 2160761, 2160762, 2169019, 2180225, 2182193, 4388152 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11742481-Whirlpool-WP4388152-Refrigerator-Nozzle-And-Tube-Kit.htm?SourceCode=18
Roper Refrigerator Compression Nut,PS11743305,WP627018,11.95,,,Leaking | Ice maker not making ice,"Refrigerator, Ice Maker, Freezer.","4339663, 4343704, 488810, 55419-1, 55419001, 627018, 67003190, 69583-1, M0282301, M0753001, M7530-1, Y67003190, Y695831",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11743305-Whirlpool-WP627018-Refrigerator-Compression-Nut.htm?SourceCode=18
Roper Refrigerator Plastic Tubing Inserts - 4 Included,PS371246,4387491,9.95,,,Leaking,"Refrigerator, Ice Maker, Freezer.","AP2986357, 586201, 2181939, 2182427, 4343713, 4387491, 651545, 841707, 867193, 987494",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS371246-Whirlpool-4387491-Plastic-Tubing-Inserts-4-Included.htm?SourceCode=18
Roper Refrigerator Inlet Tube Filter,PS11740254,WP2304697,62.33,,,Leaking,Refrigerator.,"AP6007146, 2304697",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11740254-Whirlpool-WP2304697-Inlet-Tube-Filter.htm?SourceCode=18
Roper Refrigerator Water Tube,PS11753428,WPW10350006,52.96,,,,Refrigerator.,"2224020, 2255012, 2304708, 2304709, W10330344, W10350006",Whirlpool,In Stock,,https://www.partselect.com/PS11753428-Whirlpool-WPW10350006-Water-Tube.htm?SourceCode=18
Roper Refrigerator Compressor Start Relay,PS11750123,WPW10197428,49.93,,,Will Not Start | Fridge and Freezer are too warm | Fridge too warm | Clicking sound,Refrigerator.,"AP6016830, W10128791, W10128795, W10197428, WPW10197428VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=4wztKQCyd5g,https://www.partselect.com/PS11750123-Whirlpool-WPW10197428-Refrigerator-Compressor-Start-Relay.htm?SourceCode=18
Roper Refrigerator Relay & Overload,PS11749877,WPW10189190,73.28,,,Will Not Start | Fridge too warm | Freezer section too warm | Clicking sound,"Refrigerator, Freezer.","AP6016586, 10097201, 14200214, 14203585, 18516-3, 2-35154-010, 2255554, 2319793, 4343850, 4344041, 4357156, 61002047, 61002971, 65529-1, 68001457, 68001622, W10189190, W10197427, Y0303053, Y0313053",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11749877-Whirlpool-WPW10189190-Relay-Overload.htm?SourceCode=18
Roper Refrigerator Start Device,PS11739841,WP2225929,67.87,,,,Refrigerator.,"2218853, 2225929",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739841-Whirlpool-WP2225929-Start-Device.htm?SourceCode=18
Roper Refrigerator Drier (service),PS11749031,WPW10143759,28.3,,,,"Refrigerator, Freezer, Microwave, Wine and Beverage Cooler.","00-5402, 00-5402A, 083356, 090550, 09100009, 127400120, 127400124, 13397-4, 13900, 13900-1, 2164492, 2202581, 2252363, 2309242, 2317845, 2317982, 28-31-00070-00, 28-31-00070-001, 28-31-00280-00, 28-31-00280-001 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11749031-Whirlpool-WPW10143759-Refrigerator-Drier-Service.htm?SourceCode=18
Roper Refrigerator Compressor Overload & Start Relay,PS11742479,WP4387938,92.58,,,Will Not Start,"Refrigerator, Ice Maker.","AP6009322, 2176740, 2183452, 4387740, 4387741, 4387912, 4387938",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11742479-Whirlpool-WP4387938-Compressor-Overload-Start-Relay.htm?SourceCode=18
Roper Refrigerator Start Relay Combination,PS11739983,WP2262181,64.77,,,Will Not Start,"Refrigerator, Freezer.","1108113, 1108143, 1108190, 1531312, 20009029, 20140971, 2213763, 2262181, 4342841, 8206663, W11614619",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739983-Whirlpool-WP2262181-Refrigerator-Start-Relay-Combination.htm?SourceCode=18
Roper Refrigerator Compressor Overload Protector,PS11738901,WP2149959,52.95,,,Will Not Start,"Refrigerator, Freezer.","14212600, 2-34286-019, 2149959, 4390896, 68001490, R0131129",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11738901-Whirlpool-WP2149959-Refrigerator-Compressor-Overload-Protector.htm?SourceCode=18
Roper Refrigerator Overload And Relay Assembly,PS11742477,WP4387835,79.19,,,Will Not Start | Fridge too warm | Freezer section too warm,Refrigerator.,"4387835, 8201648",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11742477-Whirlpool-WP4387835-Refrigerator-Overload-And-Relay-Assembly.htm?SourceCode=18
Roper Refrigerator Startdevice Combination,PS11739951,WP2258450,57.12,,,Will Not Start,Refrigerator.,"AP6006864, 2258450",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739951-Whirlpool-WP2258450-Refrigerator-Startdevice-Combination.htm?SourceCode=18
Roper Refrigerator Water Filter Cap,PS11739084,WP2186494B,45.11,,,Leaking,"Refrigerator, Wine and Beverage Cooler.","AP6006022, 2186494B, 2186494TG, 2186884B, 4392866, 4392870, W10281557",Whirlpool,In Stock,https://www.youtube.com/watch?v=vnp6ul2P4eI,https://www.partselect.com/PS11739084-Whirlpool-WP2186494B-Refrigerator-Water-Filter-Cap.htm?SourceCode=18
Roper Refrigerator Cover,PS16744711,W11595196,140.62,,,,Refrigerator.,"2192250, W11493206, WP2192250",Whirlpool,Special Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16744711-Whirlpool-W11595196-COVER.htm?SourceCode=18
Roper Refrigerator Hinge Sleeve Hole Plug,PS11739707,WP2212648,9.95,,,,"Refrigerator, Freezer.","2212648, 651105, 844478, 989893",Whirlpool,In Stock,https://www.youtube.com/watch?v=BgR0Gz-9sXk,https://www.partselect.com/PS11739707-Whirlpool-WP2212648-Refrigerator-Hinge-Sleeve-Hole-Plug.htm?SourceCode=18
Roper Refrigerator Cap Water Filter (white),PS11739086,WP2186494W,47.19,,,,Refrigerator.,"2186494W, 2186884W, 4392865, 4392869",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739086-Whirlpool-WP2186494W-Refrigerator-Cap-Water-Filter-White.htm?SourceCode=18
Roper Refrigerator Cover,PS16620271,W11547193,90.6,,,,Refrigerator.,"2162632, 2162654, 2163662, 2164185, 2169980, 2170360, 2170667, 9791600, W11400216, WP9791600",Whirlpool,In Stock,https://www.youtube.com/watch?v=aJGfUkU6Z4Y,https://www.partselect.com/PS16620271-Whirlpool-W11547193-COVER.htm?SourceCode=18
Roper Refrigerator End Cap Trim,PS11738929,WP2156007,9.95,,,,Refrigerator.,2156007,Whirlpool,In Stock,https://www.youtube.com/watch?v=zGVRok969Do,https://www.partselect.com/PS11738929-Whirlpool-WP2156007-Refrigerator-End-Cap-Trim.htm?SourceCode=18
Roper Refrigerator Hinge Cover,PS11739582,WP2203407B,26.95,,,,Refrigerator.,"2203407B, 2203407TG, 2303134B",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739582-Whirlpool-WP2203407B-Refrigerator-Hinge-Cover.htm?SourceCode=18
Roper Refrigerator Access Hole Cover (white),PS11747448,WP9791769,10.95,,,,Refrigerator.,9791769,Whirlpool,In Stock,,https://www.partselect.com/PS11747448-Whirlpool-WP9791769-Refrigerator-Access-Hole-Cover-White.htm?SourceCode=18
Roper Refrigerator Door Hinge,PS11739583,WP2203407W,23.95,,,,Refrigerator.,"2203407W, 2303134W",Whirlpool,Special Order,,https://www.partselect.com/PS11739583-Whirlpool-WP2203407W-Door-Hinge.htm?SourceCode=18
Roper Refrigerator Endcap Hole Plug,PS11739064,WP2183998,15.95,,,,Refrigerator.,"AP6006002, 2160802, 2183998",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739064-Whirlpool-WP2183998-Endcap-Hole-Plug.htm?SourceCode=18
Roper Refrigerator Dairy Compartment Door,PS11739923,WP2256101,66.85,,,,Refrigerator.,"AP6006837, 2156058, 2156065, 2162903, 2164027, 2169662, 2170757, 2170947, 2170967, 2173171, 2177105, 2182780, 2256101, 2308042, PETBT41DG",Whirlpool,In Stock,https://www.youtube.com/watch?v=s5N33C0SmCE,https://www.partselect.com/PS11739923-Whirlpool-WP2256101-Refrigerator-Dairy-Compartment-Door.htm?SourceCode=18
Roper Refrigerator Flip Up Door Shelf,PS11739111,WP2188236,51.41,,,,Refrigerator.,"AP6006047, 2159304, 2188236",Whirlpool,On Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739111-Whirlpool-WP2188236-Refrigerator-Flip-Up-Door-Shelf.htm?SourceCode=18
Roper Refrigerator Compartment Door (clear),PS11739650,WP2207942,52.47,,,,Refrigerator.,"AP6006574, 2207942, 2263767",Whirlpool,In Stock,https://www.youtube.com/watch?v=-yOFKXx6U80,https://www.partselect.com/PS11739650-Whirlpool-WP2207942-Compartment-Door-Clear.htm?SourceCode=18
Roper Refrigerator Compartment Door,PS11739749,WP2218113,46.18,,,,Refrigerator.,"AP6006673, 2156057, 2166477, 2170950, 2171009, 2171036, 2188396, 2218112, 2218113",Whirlpool,In Stock,https://www.youtube.com/watch?v=6wGbi5mjW4E,https://www.partselect.com/PS11739749-Whirlpool-WP2218113-Refrigerator-Compartment-Door.htm?SourceCode=18
Roper Refrigerator Door Trim (white),PS11754562,WPW10421484,60.65,,,,Refrigerator.,"AP6021241, 2171249, 2177250, 2177251, 2177260, 2195949, W10421484",Whirlpool,In Stock,https://www.youtube.com/watch?v=mllZ1UqIIi0,https://www.partselect.com/PS11754562-Whirlpool-WPW10421484-Refrigerator-Door-Trim-White.htm?SourceCode=18
Roper Refrigerator Door Ice Compartment,PS11738983,WP2171713,53.46,,,,Refrigerator.,"2171713, 2171713K, 2175083, 2175084, 2179256, 2179257, 2179258, 2179569",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11738983-Whirlpool-WP2171713-Refrigerator-Door-Ice-Compartment.htm?SourceCode=18
Roper Refrigerator Compartment Door,PS11739750,WP2218118,57.59,,,,Refrigerator.,"2156060, 2171280, 2173355, 2177130, 2188397, 2218115, 2218116, 2218117, 2218118",Whirlpool,Special Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739750-Whirlpool-WP2218118-Refrigerator-Compartment-Door.htm?SourceCode=18
Roper Refrigerator Ice Door,PS325919,2171712,56.65,,,,Refrigerator.,"AP2981336, 447996, 2160659, 2160755, 2170850, 2171712, 2173905, 2174355, 2174356, 2174357, 2174424, 2175085, 2175086, 2179568, 2180032",Whirlpool,Special Order,,https://www.partselect.com/PS325919-Whirlpool-2171712-Ice-Door.htm?SourceCode=18
"Roper Refrigerator Panel, Freezer Door (also Order Item 21) (almond)",PS589712,946473,141.52,,,,Refrigerator.,,Whirlpool,Special Order,,https://www.partselect.com/PS589712-Whirlpool-946473-Panel-Freezer-Door-Also-Order-Item-21-Almond.htm?SourceCode=18
Roper Refrigerator Range Door Glass Spacer,PS1646197,74003986,22.95,,,,"Wall Oven, Range, Microwave Oven Combo, Refrigerator.","AP4093721, 704052, 0S03502199, 5-51169, 551169, 7-90260, 74003986, 790260, 8010E016, 8010P016-60, 8010P092-60, 8010P124-60, Y0S03502199",Whirlpool,Special Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS1646197-Whirlpool-74003986-Range-Door-Glass-Spacer.htm?SourceCode=18
Roper Refrigerator Grille Overflow (black),PS11739623,WP2206670B,34.95,,,Leaking,Refrigerator.,"AP6006547, 2206670B, W10171993, W10189532, W10323446, WP2206670BVP",Whirlpool,In Stock,https://www.youtube.com/watch?v=1H7I1teS3fc,https://www.partselect.com/PS11739623-Whirlpool-WP2206670B-Refrigerator-Grille-Overflow-Black.htm?SourceCode=18
Roper Refrigerator Ice Dispenser Door Chute,PS11739035,WP2180353,16.95,,,Ice maker won’t dispense ice | Leaking | Door Sweating | Frost buildup,Refrigerator.,"AP6005973, 2157651, 2167269, 2177296, 2179993, 2180351, 2180352, 2180353, 2203886, 2252076, 2261464, WP2180353VP",Whirlpool,In Stock,https://www.youtube.com/watch?v=p-JUZCh2zGU,https://www.partselect.com/PS11739035-Whirlpool-WP2180353-Refrigerator-Ice-Dispenser-Door-Chute.htm?SourceCode=18
Roper Refrigerator Overflow Grille,PS11739625,WP2206670W,55.53,,,,Refrigerator.,"AP6006549, 2206670W, W10189531, W10323445",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739625-Whirlpool-WP2206670W-Refrigerator-Overflow-Grille.htm?SourceCode=18
Roper Refrigerator Overflow Grille,PS11739628,WP2206671W,51.4,,,,Refrigerator.,"AP6006552, 2206671W, W10189534, W10323448",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739628-Whirlpool-WP2206671W-Refrigerator-Overflow-Grille.htm?SourceCode=18
Roper Refrigerator Water Dispenser Lever - White,PS11749101,WPW10152858,53.47,,,Not dispensing water,Refrigerator.,"2180265, 2180267, 2180268, 2180270, 2180271, 2180272, 2180273, 2180316, 2180317, 2186852, 2195017N, 2195017W, 2195090B, 2195090N, 2195090W, W10152858, WP2180268",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11749101-Whirlpool-WPW10152858-Water-Dispenser-Lever-White.htm?SourceCode=18
"Roper Refrigerator Lever, Water Dispenser (black)",PS11749102,WPW10152859,51.41,,,,Refrigerator.,"2180267, 2180270, 2180273, 2195090B, W10152859",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11749102-Whirlpool-WPW10152859-Lever-Water-Dispenser-Black.htm?SourceCode=18
Roper Refrigerator Dispenser Door Pin,PS11739225,WP2196195,16.95,,,Ice maker won’t dispense ice | Leaking,Refrigerator.,"2180210, 2196195, 3406121",Whirlpool,Special Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739225-Whirlpool-WP2196195-Refrigerator-Dispenser-Door-Pin.htm?SourceCode=18
Roper Refrigerator Ice Door Mechanism,PS11738300,WP1120581,92.09,,,,Refrigerator.,"1120581, 2157408, 938665, 983665",Whirlpool,In Stock,,https://www.partselect.com/PS11738300-Whirlpool-WP1120581-Refrigerator-Ice-Door-Mechanism.htm?SourceCode=18
Roper Refrigerator Condenser,PS11739719,WP2214960,143.41,,,,"Refrigerator, Freezer.","2210454, 2212599, 2214960",Whirlpool,Special Order,,https://www.partselect.com/PS11739719-Whirlpool-WP2214960-Condenser.htm?SourceCode=18
Roper Refrigerator Discontinued,PS357316,4210591,105.79,,,,Refrigerator.,"1100280, 1105887, 1105892, 1120123, 1120631, 1120640, 819022, 942487, 945794, 945802",Whirlpool,Special Order,,https://www.partselect.com/PS357316-Whirlpool-4210591-DISCONTINUED.htm?SourceCode=18
Roper Refrigerator Handle End Cap Kit,PS392679,819342,49.31,,,Door won’t open or close,Refrigerator.,"AP3120020, 2949, 819342, 1100001, 1100002, 1100005, 1101861, 1101862, 1101863, 1108952, 1108953, 1108955, 1110054, 1110055, 1110056, 2183140, 2183141, 2183142, 2191876, 2191877 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS392679-Whirlpool-819342-Refrigerator-Handle-End-Cap-Kit.htm?SourceCode=18
Roper Refrigerator Door Handle Cut To Fit,PS11738950,WP2162555,127.91,,,,Refrigerator.,"2148035, 2148037, 2148068, 2159624, 2162555, 2171043",Whirlpool,In Stock,https://www.youtube.com/watch?v=PTuC4M_mFZw,https://www.partselect.com/PS11738950-Whirlpool-WP2162555-Refrigerator-Door-Handle-Cut-to-Fit.htm?SourceCode=18
Roper Refrigerator Door Handle (white),PS11739780,WP2221946W,74.29,,,,Refrigerator.,"AP6006704, 2221946W",Whirlpool,In Stock,https://www.youtube.com/watch?v=YhByfWITuOg,https://www.partselect.com/PS11739780-Whirlpool-WP2221946W-Refrigerator-Door-Handle-White.htm?SourceCode=18
Roper Refrigerator Door Handle,PS11739568,WP2202807W,92.63,,,,Refrigerator.,"AP6006493, 2202807W, 8201522",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739568-Whirlpool-WP2202807W-Refrigerator-Door-Handle.htm?SourceCode=18
Roper Refrigerator Freezer Door Handle (white),PS11739565,WP2202806W,82.27,,,,Refrigerator.,2202806W,Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739565-Whirlpool-WP2202806W-Freezer-Door-Handle-White.htm?SourceCode=18
"Roper Refrigerator Handle, Snap-in (white)",PS11747550,WP984493,66.47,,,,"Refrigerator, Freezer.",984493,Whirlpool,In Stock,,https://www.partselect.com/PS11747550-Whirlpool-WP984493-Handle-Snap-In-White.htm?SourceCode=18
Roper Refrigerator Trim Handle (white),PS11739168,WP2193353W,9.95,,,,Refrigerator.,"2193353W, 2193353WN, 8170480",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739168-Whirlpool-WP2193353W-Refrigerator-Trim-Handle-White.htm?SourceCode=18
"Roper Refrigerator Handle, (biscuit)",PS11739779,WP2221946T,75.84,,,,Refrigerator.,2221946T,Whirlpool,Special Order,,https://www.partselect.com/PS11739779-Whirlpool-WP2221946T-Handle-Refrigerator-Biscuit.htm?SourceCode=18
Roper Refrigerator Freezer Handle (white),PS11739562,WP2202098,81.02,,,,Refrigerator.,"AP6006487, 2202098",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739562-Whirlpool-WP2202098-Freezer-Handle-White.htm?SourceCode=18
Roper Refrigerator Handle (black),PS11739087,WP2186649B,91.07,,,,Refrigerator.,"2186649B, 2186649BN, 2193345B, 8170475",Whirlpool,Special Order,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739087-Whirlpool-WP2186649B-Refrigerator-Handle-Black.htm?SourceCode=18
Roper Refrigerator Range Terminal Block,PS11750972,WPW10245259,26.95,,,Will Not Start | Element will not heat | Little to no heat when baking | Touchpad does not respond,"Range, Wall Oven, Microwave Oven Combo, Cooktop.","AP6017673, 0306379, 0B00200399, 14253508, 14265221, 14277260, 1867-255, 1867255, 4364187, 5-50044, 5-50834, 550044, 550834, 7-90272, 7401P002-60, 7401P028-60, 7401P038-60, 7401P039-60, 790272, 8189776 ... Show more",Whirlpool,In Stock,https://www.youtube.com/watch?v=bndUIH8_JZ8,https://www.partselect.com/PS11750972-Whirlpool-WPW10245259-Range-Terminal-Block.htm?SourceCode=18
Roper Refrigerator Harness Wire,PS12349751,W11234406,73.77,,,,Refrigerator.,"AP6331312, 2187826, 2206504, 2310114, 2310240, W10129821",Whirlpool,In Stock,,https://www.partselect.com/PS12349751-Whirlpool-W11234406-Harness-Wire.htm?SourceCode=18
Roper Refrigerator Wiring Harness,PS11752527,WPW10309395,141.96,,,,Refrigerator.,"AP6019221, 2187783, W10309395",Whirlpool,In Stock,,https://www.partselect.com/PS11752527-Whirlpool-WPW10309395-Wiring-Harness.htm?SourceCode=18
Roper Refrigerator Terminal,PS395325,833938,9.95,,,,"Refrigerator, Freezer, Ice Maker, Range.","AP3069258, 729317, 833938, 83398",Whirlpool,In Stock,,https://www.partselect.com/PS395325-Whirlpool-833938-TERMINAL.htm?SourceCode=18
Roper Refrigerator Wire Assembly (production),PS11738985,WP2172890,7.95,,,,"Refrigerator, Freezer.","1127675, 2172890, 4387765",Whirlpool,Special Order,,https://www.partselect.com/PS11738985-Whirlpool-WP2172890-Wire-Assembly-Production.htm?SourceCode=18
Roper Refrigerator Ice Maker Wire Harness,PS11739095,WP2187464,58.76,,,,"Refrigerator, Ice Maker.","2187464, 627840, 628171, 628256, 628281",Whirlpool,In Stock,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS11739095-Whirlpool-WP2187464-Ice-Maker-Wire-Harness.htm?SourceCode=18
Roper Refrigerator Harns-wire,PS650452,2187382,127.82,,,,Refrigerator.,"AP3174550, 939268, 2187382",Whirlpool,Special Order,,https://www.partselect.com/PS650452-Whirlpool-2187382-HARNS-WIRE.htm?SourceCode=18
Roper Refrigerator Connector,PS11738911,WP2154473,22.95,,,,Refrigerator.,"AP6005850, 2154473, 2162412, 2162413",Whirlpool,Special Order,,https://www.partselect.com/PS11738911-Whirlpool-WP2154473-Connector.htm?SourceCode=18
Roper Refrigerator Connector,PS11742367,WP4318044,12.95,,,,Refrigerator.,"2196152, 4318044",Whirlpool,Special Order,,https://www.partselect.com/PS11742367-Whirlpool-WP4318044-Connector.htm?SourceCode=18
Roper Refrigerator Harns-disp,PS1155581,2311639,127.82,,,,Refrigerator.,"2206501, 2311639, 2325303, W10281336",Whirlpool,Special Order,,https://www.partselect.com/PS1155581-Whirlpool-2311639-HARNS-DISP.htm?SourceCode=18
Roper Refrigerator Front Roller,PS11738962,WP2166108,26.95,,,,"Refrigerator, Freezer.","AP6005900, 2166108",Whirlpool,In Stock,https://www.youtube.com/watch?v=tZJ8V1-0vFo,https://www.partselect.com/PS11738962-Whirlpool-WP2166108-Refrigerator-Front-Roller.htm?SourceCode=18
